planificacion_slug,convocatoria_slug,adjudicacion_slug,precalificacion_slug,convenio_slug,nro_licitacion,nombre_licitacion,tipo_procedimiento,categoria,convocante,_etapa_licitacion,etapa_licitacion,fecha_entrega_oferta,tipo_licitacion,fecha_estimada,fecha_publicacion_convocatoria,geo,
360571-servicio-desagote-palacio-justicia-san-lorenzo-luque-1,360571-servicio-desagote-palacio-justicia-san-lorenzo-luque-1,360571-servicio-desagote-palacio-justicia-san-lorenzo-luque-1,,,360571,SERVICIO DE DESAGOTE PARA EL PALACIO DE JUSTICIA DE SAN LORENZO Y LUQUE,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Circunscripción Judicial del Dpto. Central / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-04-01 09:00:00,tradicional,2019-03-31 00:00:00,2019-03-20 10:04:23,,
360574-adquisicion-productos-alimenticios-bebidas-facultad-ciencias-medicas-sede-asuncion-1,360574-mantenimiento-ecografo-marca-philips-envisor-maquina-extracorporea-pertenecientes-se-1,360574-mantenimiento-ecografo-marca-philips-envisor-maquina-extracorporea-pertenecientes-se-1,,,360574,"MANTENIMIENTO DE ECÓGRAFO MARCA PHILIPS ENVISOR Y MÁQUINA EXTRACORPÓREA, PERTENECIENTES AL SERVICIO DE CARDIOLOGÍA DEL HOSPITAL DE CLÍNICAS",CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Facultad de Ciencias Medicas / Universidad Nacional de Asunción / Universidades Nacionales,ADJ,Adjudicada,2019-08-05 09:00:00,tradicional,2019-07-31 00:00:00,2019-07-24 11:01:10,,
360575-adquisicion-repuestos-accesorios-informaticos-1,360575-adquisicion-repuestos-accesorios-informaticos-1,360575-adquisicion-repuestos-accesorios-informaticos-1,,,360575,ADQUISICION DE REPUESTOS Y ACCESORIOS INFORMATICOS,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Circunscripción Judicial del Dpto. Alto Paraguay / Corte Suprema de Justicia / Poder Judicial,ADJ,Adjudicada,2019-06-26 08:00:00,tradicional,2019-06-30 00:00:00,2019-06-20 14:31:49,,
360576-instalacion-sistemas-hidraulicos-extincion-incendio-primera-etapa-1,,,,,360576,INSTALACIÓN DE SISTEMAS HIDRÁULICOS DE EXTINCIÓN DE INCENDIO (PRIMERA ETAPA),CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360577-adquisicion-equipos-oficina-computacion-general-1,,,,,360577,ADQUISICIÓN DE EQUIPOS DE OFICINA Y COMPUTACION EN GENERAL,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Instituto Paraguayo de Artesania / Entes Autónomos y Autárquicos,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360578-adquisicion-generador-energia-herramientas-u-n-c-1,360578-adquisicion-herramientas-u-n-c-1,360578-adquisicion-herramientas-u-n-c-1,,,360578,Adquisición Herramientas varias para la U.N.C.,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Universidad Nacional de Concepción / Universidades Nacionales,ADJ,Adjudicada,2019-04-05 08:45:00,tradicional,2019-03-31 00:00:00,2019-03-29 15:50:24,,
360584-mantenimiento-preventivo-correctivo-telefonos-centrales-telefonicas-cctv-set-1,,,,,360584,MANTENIMIENTO PREVENTIVO Y CORRECTIVO DE TELÉFONOS Y CENTRALES TELEFÓNICAS Y CCTV DE LA SET,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
360587-servicio-arquitectura-cdn-dns-proteccion-ddos-1,,,,,360587,SERVICIO PARA ARQUITECTURA DE CDN Y DNS CON PROTECCIÓN DE DDOS.,CD - Contratación Directa,7 - Servicios Técnicos,Banco Central del Paraguay / Banca Central del Estado,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
360596-mantenimiento-servidores-hp-que-soportan-sistemas-set-mh-1,360596-mantenimiento-servidores-hp-que-soportan-sistemas-set-mh-1,360596-mantenimiento-servidores-hp-que-soportan-sistemas-set-mh-1,,,360596,MANTENIMIENTO DE LOS SERVIDORES HP QUE SOPORTAN SISTEMAS DE LA SET DEL MH,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-05-03 10:00:00,tradicional,2019-04-30 00:00:00,2019-04-22 15:47:05,,
360600-servicio-soporte-mantenimiento-preventivo-correctivo-satac-set-mh-1,360600-servicio-soporte-mantenimiento-preventivo-correctivo-sistema-atencion-contribuyente-1,360600-servicio-soporte-mantenimiento-preventivo-correctivo-sistema-atencion-contribuyente-1,,,360600,"SERVICIO DE SOPORTE, MANTENIMIENTO PREVENTIVO Y CORRECTIVO DEL SISTEMA DE ATENCION AL CONTRIBUYENTE (SATAC) DE LA SET DEL MH",CO - Concurso de Ofertas,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-08-27 11:00:00,tradicional,2019-06-30 00:00:00,2019-08-06 16:25:55,,
360603-adquisicion-niveladora-trasera-1,360603-adquisicion-niveladora-trasera-1,360603-adquisicion-niveladora-trasera-1,,,360603,Adquisición de una Niveladora Trasera,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Municipalidad de Repatriación / Municipalidades,ADJ,Adjudicada,2019-04-22 07:00:00,tradicional,2019-04-30 00:00:00,2019-04-05 16:56:39,,
360608-servicio-limpieza-sitio-contingencia-set-mh-1,,,,,360608,SERVICIO DE LIMPIEZA DEL SITIO CONTINGENCIA DE LA SET DEL MH,CO - Concurso de Ofertas,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360610-servicio-tecnico-mantenimiento-software-equipos-networking-set-mh-1,360610-servicio-tecnico-mantenimiento-software-equipos-networking-set-mh-1,360610-servicio-tecnico-mantenimiento-software-equipos-networking-set-mh-1,,,360610,SERVICIO TECNICO PARA MANTENIMIENTO DE SOFTWARE DE EQUIPOS DE NETWORKING DE LA SET DEL MH,CO - Concurso de Ofertas,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-08-05 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-24 16:25:08,,
360614-servicio-impresion-set-mh-1,,,,,360614,SERVICIO DE IMPRESIÓN PARA LA SET DEL MH,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360615-servicio-extension-garantia-equipos-seguridad-set-mh-1,360615-servicio-extension-garantia-equipos-seguridad-set-mh-1,360615-servicio-extension-garantia-equipos-seguridad-set-mh-1,,,360615,SERVICIO DE EXTENSION DE GARANTIA DE EQUIPOS DE SEGURIDAD DE LA SET DEL MH,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-08-13 08:00:00,tradicional,2019-07-31 00:00:00,2019-07-31 16:53:41,,
360628-adquisicion-recarga-extintores-direccion-general-registro-estado-civil-1,360628-adquisicion-recarga-extintores-direccion-general-registro-estado-civil-1,360628-adquisicion-recarga-extintores-direccion-general-registro-estado-civil-1,,,360628,ADQUISICION Y RECARGA DE EXTINTORES PARA LA DIRECCIÓN GENERAL DEL REGISTRO DEL ESTADO CIVIL,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Direccion General del Registro del Estado Civil / Ministerio de Justicia  / Poder Ejecutivo,ADJ,Adjudicada,2019-04-16 09:30:00,tradicional,2019-03-31 00:00:00,2019-04-09 08:53:35,,
360630-servicios-mantenimiento-reparacion-acondicionadores-aire-1,,,,,360630,SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE ACONDICIONADORES DE AIRE,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360631-servicios-mantenimiento-reparacion-camioneta-marca-toyota-1,360631-servicios-mantenimiento-reparacion-camioneta-marca-toyota-1,,,,360631,SERVICIOS DE MANTENIMIENTO Y REPARACIÓN DE UNA CAMIONETA MARCA TOYOTA,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-08-12 10:00:00,tradicional,2019-03-31 00:00:00,2019-07-29 15:16:29,,
360638-servicios-soporte-tecnico-informatico-1,,,,,360638,SERVICIOS DE SOPORTE TÉCNICO INFORMÁTICO,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-05-31 00:00:00,,,
360639-servicios-telefonia-movil-1,,,,,360639,SERVICIOS DE TELEFONÍA MÓVIL,CD - Contratación Directa,7 - Servicios Técnicos,Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-10-31 00:00:00,,,
360642-servicios-asesoramiento-juridico-tecnico-1,,,,,360642,SERVICIOS DE ASESORAMIENTO JURIDICO Y TÉCNICO,CO - Concurso de Ofertas,7 - Servicios Técnicos,Secretaria de Prevención de Lavado de Dinero / Presidencia de la República / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360652-adquisicion-equipos-oficina-computacion-1,360652-adquisicion-equipos-oficina-computacion-1,,,,360652,Adquisición de equipos de oficina y computación,CD - Contratación Directa,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Facultad de Ciencias Sociales y Politicas / Universidad Nacional de Caaguazu / Universidades Nacionales,EVAL,En Evaluacion (Cerrada),2019-09-30 08:00:00,tradicional,2019-10-31 00:00:00,2019-09-23 16:29:05,,
360656-conexion-internet-copaco-sitio-principal-sitio-contingencia-set-mh-1,,,,,360656,CONEXIÓN A INTERNET COPACO SITIO PRINCIPAL Y SITIO DE CONTINGENCIA DE LA SET DEL MH,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360657-servicio-comunicacion-via-internet-vpn-sitio-principal-set-mh-1,360657-servicio-comunicacion-via-internet-vpn-sitio-principal-set-mh-1,,,,360657,SERVICIO DE COMUNICACIÓN VIA INTERNET Y VPN PARA EL SITIO PRINCIPAL DE LA SET DEL MH,CO - Concurso de Ofertas,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-30 09:00:00,tradicional,2019-08-31 00:00:00,2019-09-19 16:18:57,,
360658-servicio-comunicacion-via-internet-vpn-sitio-contingencia-set-mh-1,,,,,360658,SERVICIO DE COMUNICACIÓN VIA INTERNET Y VPN PARA SITIO CONTINGENCIA DE LA SET DEL MH,CO - Concurso de Ofertas,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-03-31 00:00:00,,,
360659-extension-garantia-equipos-camaras-sectores-criticos-datacenter-set-mh-1,360659-extension-garantia-equipos-camaras-sectores-criticos-datacenter-set-mh-1,360659-extension-garantia-equipos-camaras-sectores-criticos-datacenter-set-mh-1,,,360659,EXTENSION DE GARANTIA DE EQUIPOS Y CAMARAS DE SECTORES CRITICOS DEL DATACENTER DE LA SET DEL MH,CO - Concurso de Ofertas,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-08-23 09:00:00,tradicional,2019-05-31 00:00:00,2019-08-06 16:26:45,,
360660-servicio-desarrollo-software-sistemas-set-mh-1,,,,,360660,SERVICIO DE DESARROLLO DE SOFTWARE PARA LOS SISTEMAS DE LA SET DEL MH,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360661-servicio-extension-garantia-servidores-ibm-set-mh-1,360661-servicio-extension-garantia-de-servidores-base-datos-storage-set-mh-1,,,,360661,SERVICIO DE EXTENSION DE GARANTIA DE DE SERVIDORES DE BASE DE DATOS Y STORAGE PARA LA SET DEL MH,LPN - Licitación Pública Nacional,7 - Servicios Técnicos,Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-09-18 08:00:00,tradicional,2019-08-31 00:00:00,2019-09-05 15:57:45,,
360662-servicio-extension-garantia-storage-hitachi-set-mh-1,,,,,360662,SERVICIO DE LIMPIEZA PARA LA OFICINA CANINDEYU DE LA SET DEL MH,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360664-adquisicion-cartuchos-cintas-tonner-fotoconductores-cd-dvd-etc-set-mh-1,,,,,360664,"ADQUISICION DE CARTUCHOS, CINTAS, TONNER, FOTOCONDUCTORES, CD , DVD , ETC., PARA LA SET DEL MH",CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-04-30 00:00:00,,,
360666-generadores-ups-oficinas-set-mh-1,,,,,360666,GENERADORES Y UPS PARA OFICINAS DE LA SET DEL MH,LPN - Licitación Pública Nacional,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-07-31 00:00:00,,,
360667-ampliacion-central-telefonica-fiscalizacion-grandes-contribuyentes-otras-regionales-1,,,,,360667,"AMPLIACION DE CENTRAL TELEFONICA PARA FISCALIZACIÓN, GRANDES CONTRIBUYENTES Y OTRAS REGIONALES DE LA SET DEL MH",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-08-31 00:00:00,,,
360668-ampliacion-sistema-videovigilancia-edificios-dgror-dgft-daacf-dggc-daaf-set-regional-1,,,,,360668,"AMPLIACION DEL SISTEMA DE VIDEOVIGILANCIA (EDIFICIOS DGROR, DGFT, DAACF, DGGC, DAAF, SET y REGIONALES) CON SALA DE NOC DE LA SET DEL MH",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
360669-ampliacion-servidores-blade-hp-set-mh-1,360669-adquisicion-equipos-informaticos-software-renovacion-ampliacion-licencias-set-mh-1,360669-adquisicion-equipos-informaticos-software-renovacion-ampliacion-licencias-set-mh-1,,,360669,"ADQUISICIÓN DE EQUIPOS INFORMÁTICOS, SOFTWARE, RENOVACIÓN Y AMPLIACIÓN DE LICENCIAS PARA LA SET DEL MH",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-07-10 08:00:00,tradicional,2019-06-30 00:00:00,2019-06-26 16:46:16,,
360671-adquisicion-cintas-set-mh-1,360671-mantenimiento-reparacion-motobombas-set-mh-1,,,,360671,MANTENIMIENTO Y REPARACIÓN DE MOTOBOMBAS DE LA SET DEL MH,CD - Contratación Directa,"2 - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,EVAL,En Evaluacion (Cerrada),2019-10-07 09:00:00,tradicional,2019-08-31 00:00:00,2019-09-20 15:38:56,,
360672-reparacion-sistema-ventilacion-sala-generadores-set-mh-1,,,,,360672,ADQUISICIÓN DEL SISTEMA DE EXTRACCIÓN DE AIRE EN CALIENTE DE GENERADOR DEL SUBSUELO Y VENTILACIÓN FORZADA PARA LA SET DEL MH,CD - Contratación Directa,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
360674-adquisicion-equipamento-gateway-api-web-soa-set-mh-1,360674-adquisicion-equipamiento-plataforma-seguridad-set-proyecto-sifen-alta-disponibilidad-1,360674-adquisicion-equipamiento-plataforma-seguridad-set-proyecto-sifen-alta-disponibilidad-1,,,360674,"ADQUISICIÓN DE EQUIPAMIENTO DE PLATAFORMA DE SEGURIDAD PARA LA SET-PROYECTO SIFEN, EN ALTA DISPONIBILIDAD PARA LA SET DEL MH ",LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,ADJ,Adjudicada,2019-04-23 08:00:00,tradicional,2019-03-31 00:00:00,2019-04-08 16:22:02,,
360681-renovacion-equipos-comunicacion-set-mh-1,360681-renovacion-equipos-comunicacion-set-mh-1,,,,360681,RENOVACION DE EQUIPOS DE COMUNICACIÓN DE LA SET DEL MH,LPN - Licitación Pública Nacional,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,CONV,En Convocatoria (Abierta),2019-10-11 08:00:00,tradicional,2019-09-30 00:00:00,2019-09-30 15:52:31,,
360683-ampliacion-core-servidores-base-datos-demanda-set-mh-1,,,,,360683,AMPLIACION DE CORE PARA SERVIDORES DE BASE DE DATOS POR DEMANDA DE LA SET DEL MH,CO - Concurso de Ofertas,"24 - Equipos, accesorios y programas computacionales, de oficina, educativos, de imprenta, de comunicación y señalamiento",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-06-30 00:00:00,,,
360686-adquision-equipos-informaticos-set-mh-1,,,,,360686,ADQUISICION DE ACONDICIONADORES DE AIRE PARA LA SET DEL MH,CO - Concurso de Ofertas,"22 - Maquinarias, Equipos y herramientas mayores - Equipos de transporte",Subsecretaria de Estado de Tributación / Ministerio de Hacienda / Poder Ejecutivo,PLAN,Planificada,,tradicional,2019-09-30 00:00:00,,,
